3169;1;1;69857
3173;1;1;62862
3177;1;1;19458
3185;1;1;39933
3186;1;1;64816
3263;4;4;22673,43973,45023,69928
3291;2;2;8973,31731
3316;2;2;15423,64258
3375;1;1;63166
3385;1;2;36989
3387;2;2;38733,57187
3424;1;1;67982
3432;1;1;40213
3436;3;3;699,23134,58529
3443;1;1;13073
3512;1;1;35727
3531;1;1;47504
3542;2;2;35682,53764
3559;2;2;20616,70391
3563;1;1;50816
3589;1;1;26565
3621;1;1;66314
3624;1;1;33862
3648;2;2;20936,76704
3663;3;3;27399,42836,57496
3710;1;1;26320
3758;1;1;70358
3803;1;1;20600
3833;1;1;67700
3837;4;4;4626,8960,19458,61335
3863;1;1;62556
3874;1;1;23654
3883;1;1;53714
3893;1;1;55334
3899;1;1;63730
3903;1;1;66908
3908;1;1;34815
3929;1;1;69803
3973;2;2;35527,76354
3985;2;2;8814,34551
4002;1;1;25004
4063;1;1;48969
4073;1;1;65904
4085;1;1;35750
4086;1;1;1511
4126;1;1;40800
4127;1;1;55215
4134;1;1;52453
4201;1;1;32356
4214;1;1;29480
4228;1;1;47120
4307;6;6;4870,9238,24605,31324,43400,44898
4318;1;1;63150
4340;2;4;1607,45326
4365;1;1;73032
4379;1;1;57020
4390;2;2;19324,71559
4403;2;2;36615,54415
4408;1;1;69803
4489;3;3;46858,62811,78860
4514;1;1;68609
4518;1;1;66177
4530;1;1;13453
4535;1;1;54401
4541;1;1;77435
4567;1;1;33689
4598;1;2;16481
4617;1;1;42556
4627;1;1;67824
4631;1;1;27957
4660;1;1;52146
4673;2;2;42374,61540
4685;1;1;40738
4694;1;1;40692
4706;1;1;78834
4720;1;1;48215
4741;1;1;70428
4753;1;1;17539
4759;2;2;1511,70804
4815;1;1;78258
4820;1;1;2232
4841;1;1;2253
4861;1;1;64957
4871;1;1;13367
4883;1;1;40213
4886;1;1;2535
4901;3;3;9298,27957,62861
4916;1;1;32539
4929;1;1;59539
4942;1;1;78018
4944;1;1;4761
4950;1;1;62278
4962;1;1;24300
5094;1;1;22263
5133;1;1;72861
5166;1;1;16056
5199;1;1;63987
5220;1;1;9265
5296;1;1;33848
5383;1;1;10495
5408;1;1;39690
5409;1;1;14312
5414;1;1;77471
5424;1;1;6984
5437;3;3;2593,6587,45989
5450;1;1;24165
5456;1;1;45781
5468;1;1;74398
5498;1;1;18178
5499;1;1;65851
5526;1;1;69803
5529;1;1;29030
5551;1;1;73707
5552;1;1;4626
5563;1;1;19379
5573;1;1;76243
5593;1;1;23654
5656;1;1;1661
5666;1;1;62329
5687;2;2;21783,46343
5704;1;1;70469
5731;1;1;64239
5759;1;1;44335
5764;1;1;66247
5786;1;1;57866
5818;1;1;65455
5825;1;1;76119
5832;1;1;53695
5838;1;1;32549
5862;1;1;30778
5877;1;1;43818
5879;1;1;78352
5888;1;1;42828
5948;1;1;73675
5972;1;1;59126
5974;1;1;61437
5984;1;1;12016
5994;1;1;28028
6003;1;1;73343
6030;1;1;78284
6058;11;11;8159,15446,24870,28244,33956,45799,57111,58694,61283,66218,74565
6061;2;2;22263,37738
6081;1;1;67099
6154;1;1;26641
6166;3;3;14093,27041,47221
6176;1;1;46545
6192;4;4;27170,34748,40692,63730
6205;1;1;5087
6209;1;1;35267
6225;1;1;54954
6252;1;1;36495
6253;1;1;886
6267;1;1;14526
6294;1;1;4626
6296;2;2;41545,68851
6315;1;1;42429
6327;1;1;60628
6349;1;1;51013
6366;1;1;39784
6370;1;1;78885
6412;1;1;3043
6435;1;1;17278
6450;1;1;22065
6489;1;1;26687
6511;1;1;64588
6513;1;1;57020
6537;1;1;38040
6542;1;1;40692
6545;1;1;57020
6553;1;1;57509
6617;1;1;55215
6652;1;1;48423
6725;1;1;62656
6784;1;1;52602
6820;1;1;18955
6851;1;1;73604
6859;1;1;76712
6863;1;1;60124
6872;1;1;38575
6885;2;2;17800,53062
6900;1;1;31263
6901;6;6;25487,29335,48874,75337,77392,78622
6933;1;1;18465
6960;1;1;36703
6962;1;1;66813
7008;1;1;1607
7013;2;2;14093,47221
7047;1;1;39225
7069;1;1;78387
7092;1;1;1713
7099;1;1;44220
7154;1;1;61525
7218;1;1;18400
7241;1;1;46745
7267;1;1;20936
7274;2;2;25085,33862
7327;1;1;42556
7343;1;1;55215
7354;2;2;3260,38123
7387;1;1;49364
7403;1;1;48804
7431;1;1;11525
7463;1;1;886
7465;1;2;76105
7483;1;1;23798
7492;1;1;12224
7506;1;1;21783
7526;1;1;5884
7538;1;1;73474
7551;1;1;42339
7560;1;1;61335
7579;1;1;72999
7610;3;3;4626,19458,61335
7622;1;1;71584
7625;1;1;12580
7680;1;1;65959
7688;1;1;44997
7698;1;2;42556
7707;1;1;37461
7729;1;1;77471
7735;1;1;32539
7747;3;3;24724,33187,62156
7752;1;1;57687
7764;1;1;25909
7779;1;1;30519
7791;1;1;18424
7851;1;1;68927
7857;1;1;35116
7873;3;3;1136,37310,62060
7880;1;1;68365
7881;1;1;14207
7888;1;1;39204
7935;1;1;77902
7952;1;1;58312
7961;1;1;4063
7978;1;1;36071
7999;1;1;13542
8015;1;1;66247
8032;1;1;6942
8056;1;1;76119
8060;1;1;46860
8069;1;1;64413
8079;2;2;24927,27873
8093;3;3;51482,56905,67721
8124;3;3;1973,27633,53471
8259;1;1;39675
8275;1;1;25487
8295;1;1;21895
8318;1;1;75305
8331;1;1;52146
8379;1;1;23654
8383;1;1;60960
8401;1;1;34905
8425;1;1;45799
8430;2;2;17758,77783
8437;2;2;17727,20354
8450;1;1;22328
8490;1;1;62556
8495;1;1;21865
8505;1;1;51397
8568;1;1;66775
8576;5;5;14983,27962,41266,46318,75574
8661;1;1;886
8673;1;1;58719
8684;1;1;52936
8686;2;2;52146,74398
8753;2;2;32539,55215
8777;1;1;55215
8790;1;1;32538
8801;2;2;18942,51404
8817;1;1;74565
8823;1;1;22723
8844;1;1;3259
8882;1;1;31955
8883;1;1;36943
8916;1;1;886
8930;1;1;74398
8973;1;1;46745
8980;1;1;33848
9008;2;2;58719,71270
9041;1;1;63166
9046;1;1;63795
9073;2;2;13916,21079
9079;1;1;21730
9080;1;1;2265
9091;1;1;886
9118;1;1;28288
9138;1;1;73202
9149;1;1;30373
9154;1;1;77474
9211;2;2;37618,40692
9230;1;1;65104
9276;1;1;63299
9300;1;1;63460
9348;1;1;13070
9437;1;1;15403
9472;1;1;22743
9474;1;1;31510
9491;1;1;20423
9514;1;1;76166
9561;1;1;6211
9580;1;1;18555
9611;1;1;39615
9616;2;2;62984,69928
9635;1;1;4870
9674;1;1;22547
9703;1;1;62556
9747;1;1;25663
9777;1;1;53695
9784;1;1;26719
9814;1;1;74654
9833;1;1;41872
9863;1;1;49052
9896;2;2;13219,20899
9900;4;4;15423,64258,66868,67445
9932;1;1;55699
9957;2;2;61073,65104
10013;1;1;19458
10027;1;1;39152
10058;1;1;77842
10075;1;1;21156
10092;1;1;24649
10105;1;1;27152
10120;1;1;74717
10125;1;1;74398
10157;1;1;35183
10174;1;1;63730
10205;1;1;44991
10228;1;1;3954
10274;2;2;18942,52491
10286;1;1;61283
10288;1;1;59411
10294;1;1;7464
10298;1;1;13059
10346;1;1;32458
10356;1;1;1969
10366;1;1;53695
10388;1;1;63299
10417;1;1;74828
10468;1;1;66058
10491;1;1;64768
10504;1;1;6817
10512;1;1;72276
10519;1;1;33123
10533;1;1;5022
10566;1;1;23309
10567;1;1;71077
10582;7;7;29331,29665,46515,50998,52803,58299,63939
10594;1;1;73446
10618;3;3;22281,42221,65283
10639;1;1;63373
10657;1;1;63860
10698;1;1;32458
10703;1;1;37633
10707;1;1;51598
10718;2;2;33960,78240
10733;1;1;71991
10744;1;1;30471
10784;1;1;14346
10789;1;2;4713
10827;1;1;57134
10835;1;1;32539
10861;1;1;25899
10908;1;1;1186
10909;1;1;77900
10916;1;1;13956
11005;1;1;23654
11013;1;1;65253
11020;1;1;1800
11031;1;2;74398
11038;1;2;19059
11046;1;1;6131
11065;1;1;76045
11091;1;1;59322
11101;1;1;46369
11106;1;1;9221
11107;1;1;64544
11121;1;1;19324
11135;1;1;53689
11145;1;1;47120
11180;1;1;28704
11187;1;1;58522
11243;1;1;6220
11251;1;1;26448
11271;1;1;27443
11273;1;1;66813
11308;1;1;55478
11311;1;1;19379
11409;1;1;24784
11419;1;1;54968
11455;1;1;65851
11485;1;1;66785
11555;1;1;72234
11596;1;1;52860
11598;1;1;28343
11639;1;1;39716
11681;1;1;49364
11715;1;1;21272
11729;1;1;34748
11745;1;1;15528
11752;1;1;62844
11756;1;1;13711
11780;1;1;62556
11814;1;1;67619
11821;1;1;63373
11838;1;1;20423
11839;1;1;61082
11872;2;2;21810,28263
11916;1;1;62170
11925;4;4;27124,44024,54719,71552
11952;1;1;45799
11958;1;1;60352
11988;1;1;49298
12029;1;1;31263
12036;1;1;37255
12048;1;1;49358
12061;1;1;61073
12062;1;1;43813
12094;1;1;22723
12097;6;6;14803,14823,33952,45890,58079,77118
12100;1;1;42836
12123;1;1;17479
12128;1;1;36243
12163;1;1;50523
12209;3;3;5226,12723,50523
12211;1;1;77551
12247;1;1;62133
12248;1;1;57808
12267;1;1;72102
12268;1;1;32982
12277;1;1;1328
12313;1;1;7465
12421;1;1;64057
12431;1;1;36071
12436;1;1;11716
12477;1;1;2734
12496;1;1;43915
12503;1;1;43813
12507;1;1;52146
12520;1;2;7930
12554;5;5;5700,20845,53772,56449,66132
12602;1;1;51838
12622;4;4;5539,28850,58753,63386
12627;1;1;13996
12647;1;1;27200
12649;1;1;49187
12660;1;1;7464
12669;1;1;28085
12712;1;1;13542
12726;2;2;1951,13492
12733;1;1;75282
12746;1;1;74895
12750;1;1;9720
12786;1;1;50874
12856;1;1;49975
12862;1;1;10522
12863;1;1;22263
12872;3;3;35188,43192,74875
12920;1;1;52896
12976;1;1;53302
12994;1;1;54968
13028;1;1;57509
13033;1;1;71270
13049;1;1;63373
13083;1;1;12843
13084;1;1;49974
13091;1;1;49376
13119;1;1;26917
13122;1;1;29532
13170;1;1;8960
13174;1;1;302
13224;2;2;21357,46629
13226;1;1;72530
13281;1;1;2265
13304;1;1;75025
13366;1;1;63505
13392;1;1;50892
13415;1;1;56871
13424;1;1;72129
13483;1;1;62691
13505;1;1;52634
13533;1;1;43813
13564;1;1;12301
13600;1;1;62556
13605;1;1;66813
13645;1;1;6201
13654;1;1;60901
13696;1;1;55561
13729;1;1;39152
13788;1;1;61335
13796;1;1;63645
13805;1;1;55215
13869;1;2;41520
13880;1;1;33342
13911;1;1;67700
13920;1;1;18815
13922;1;1;19070
13954;1;1;74801
13989;1;1;74204
14030;1;1;22233
14032;1;1;857
14087;1;1;57145
14092;1;1;20423
14143;1;1;38013
14146;3;3;1220,20616,70391
14177;1;1;59360
14180;1;1;29893
14199;1;1;55478
14208;1;1;66280
14224;6;6;4626,8960,23654,36098,48856,61335
14236;2;2;3559,8078
14293;1;1;28844
14326;1;1;5245
14387;1;1;43491
14416;1;1;74398
14446;1;1;74398
14481;1;1;58522
14483;1;1;29809
14528;1;1;17195
14529;1;1;3376
14539;1;1;245
14554;1;1;14346
14596;1;1;38256
14608;1;1;42353
14633;4;4;5700,20845,56449,66132
14638;1;1;29428
14655;1;1;57800
14656;1;1;14968
14666;2;2;47409,66645
14667;1;1;48423
14668;1;1;55960
14679;1;1;32105
14682;2;2;46038,60841
14702;1;1;41393
14709;1;1;8668
14747;1;1;72062
14800;1;1;54501
14841;1;1;72309
14848;1;1;14346
14878;1;1;71441
14918;1;1;53714
14958;1;1;18365
14976;1;1;51404
15003;1;1;28343
15008;1;1;78743
15015;1;1;5027
15018;1;1;57664
15046;1;1;20382
15050;1;1;69867
15112;1;1;43840
15121;2;2;13869,77337
15124;1;1;3889
15137;1;1;14312
15140;1;1;4753
15146;1;1;50407
15153;1;1;55215
15159;1;1;58522
15164;1;1;74895
15201;2;2;54217,74508
15211;1;1;40692
15241;1;1;6131
15252;1;1;34822
15264;2;2;30945,67346
15268;2;2;27399,33342
15286;1;1;55699
15289;1;1;64544
15301;1;1;66868
15338;2;2;8648,78018
15348;1;1;12337
15376;1;1;34964
15394;1;1;5739
15421;2;2;47832,61771
15436;1;1;6515
15438;4;4;8808,23648,51772,76487
15452;1;1;69803
15472;1;1;32539
15513;1;1;56174
15517;1;1;46860
15546;1;1;7047
15564;1;1;65093
15575;1;1;37201
15578;1;1;31450
15579;2;2;15446,67122
15583;1;1;69803
15587;1;1;43813
15589;1;1;72774
15652;1;1;10828
15655;1;1;47221
15660;1;1;38783
15667;1;1;19880
15713;1;1;70508
15744;1;1;32266
15764;1;1;66314
15792;1;1;53120
15796;2;2;44744,75957
15827;1;1;17783
15851;1;1;13711
15878;2;2;21882,58283
15882;2;2;23654,36098
15919;2;2;39212,45799
15940;2;2;14314,77255
15968;1;1;63730
15990;1;1;17479
15991;1;1;22299
16033;1;1;40692
16056;1;1;45079
16136;1;1;45799
16156;1;1;20936
16186;2;2;19070,73568
16214;1;1;42353
16274;1;1;35653
16312;1;1;32539
16317;1;1;47283
16405;2;2;6121,56731
16428;2;2;7264,25504
16459;1;1;44454
16484;1;1;58522
16491;1;1;2253
16492;1;1;69694
16493;1;1;2535
16502;1;1;61572
16521;2;2;23049,23798
16561;1;1;16619
16568;1;1;19788
16572;1;1;22791
16588;1;1;69694
16612;1;1;36548
16636;1;1;56372
16656;1;1;69779
16665;1;1;74557
16666;1;1;41351
16687;1;1;48215
16778;1;1;43087
16783;3;3;1479,25487,50816
16803;1;1;10998
16820;1;1;3837
16826;1;1;14977
16836;1;1;61335
16860;1;1;43475
16886;2;2;25308,53801
16906;1;1;60861
16933;1;1;12387
16946;1;1;25416
16973;1;1;33342
16980;3;3;73783,74128,75302
17005;1;1;59411
17014;1;1;55215
17027;1;1;25086
17046;1;1;14977
17054;1;1;16728
17063;1;1;54531
17116;1;1;18434
17145;1;1;78743
17150;1;1;39983
17153;1;1;67035
17179;1;1;48969
17212;1;1;31465
17230;1;1;24760
17231;1;1;48023
17236;1;1;1852
17248;4;4;60615,71552,75847,2845
17253;2;2;6637,67523
17307;1;1;1607
17317;1;1;67099
17340;3;3;64785,70358,77471
17389;1;1;40988
17433;2;2;49921,78532
17485;1;1;15528
17508;1;1;51404
17511;1;1;14442
17538;1;1;39734
17551;1;1;71270
17647;1;1;17632
17652;1;1;3889
17654;1;1;44743
17655;1;1;52162
17681;1;1;23746
17697;1;1;28585
17704;1;1;13711
17711;1;1;47508
17729;1;13;30179
17893;1;1;69803
17936;1;1;62578
17954;1;1;78599
17985;1;1;32508
17989;1;1;245
18025;1;1;27497
18039;1;1;46801
18047;1;1;44331
18074;1;1;42417
18120;2;2;31955,63373
18130;1;1;57800
18141;1;3;78532
18156;1;1;57800
18164;1;1;25487
18218;1;1;57809
18235;1;1;32539
18236;1;1;1776
18295;2;2;40692,71747
18298;1;1;13301
18310;1;1;33630
18311;1;1;42460
18312;2;2;39419,62556
18332;2;2;20593,58794
18359;1;1;41198
18437;1;1;34815
18457;1;1;68110
18470;1;1;78018
18508;1;1;64057
18519;1;1;46888
18522;1;1;15581
18543;1;1;71270
18544;1;1;2593
18565;6;6;7347,10462,21405,30230,52431,54314
18582;1;1;43233
18631;1;1;20641
18657;2;2;17660,45433
18690;2;2;15450,49091
18702;1;1;30201
18761;1;1;66145
18774;3;3;46184,47790,65181
18791;2;2;42030,61084
18815;1;1;23484
18817;1;1;47218
18869;1;1;58529
18872;3;3;15606,67721,70276
18878;4;4;15986,17342,17396,55631
18905;3;3;19355,28821,59539
18926;1;1;63252
18934;1;1;15514
18937;4;4;3895,34088,38802,71552
18944;1;1;29377
18946;1;1;49187
18975;1;1;65037
18988;1;1;53253
19036;1;2;14704
19037;1;1;3737
19040;2;2;19181,55422
19046;1;1;15311
19047;1;1;40423
19057;1;1;39933
19075;6;6;10831,28046,42500,47440,58102,68550
19081;1;1;17278
19085;1;1;30237
19109;3;3;14983,27962,46318
19154;1;1;35696
19177;1;1;74398
19178;1;1;39716
19187;1;1;14231
19197;1;1;30778
19204;5;5;22281,42221,43491,44738,65283
19219;1;1;69803
19224;1;1;17665
19235;1;1;72950
19259;1;1;38123
19265;1;1;367
19267;1;1;17539
19281;1;1;44454
19290;1;1;17866
19331;1;1;74752
19352;1;1;46343
19353;1;1;45430
19355;1;1;50902
19371;1;1;43962
19386;4;4;30366,71043,74875,75746
19408;1;1;57917
19416;1;1;29030
19514;1;1;60352
19532;1;1;42556
19544;1;1;9568
19642;1;1;23134
19650;1;1;45936
19678;2;2;20919,71899
19688;1;1;19379
19691;1;1;53991
19704;1;1;4521
19721;1;1;26112
19751;1;1;31927
19758;1;1;12162
19770;2;2;4293,40273
19826;1;1;62656
19832;1;1;75574
19849;1;1;5195
19869;1;1;33258
19889;1;1;61061
19897;1;1;38078
19904;1;1;32948
19912;1;1;13742
19926;4;4;1607,58851,62913,74654
19928;1;1;75518
19931;2;2;1928,8097
19966;1;1;35545
20019;1;1;23863
20027;1;1;69185
20033;1;1;47120
20034;1;1;41477
20062;1;1;13711
20119;1;1;55699
20130;1;1;77265
20131;1;1;18805
20161;3;3;7930,52234,67801
20211;1;1;54531
20254;1;1;10666
20270;1;1;14526
20286;1;1;8960
20295;1;1;27150
20307;1;1;5231
20308;1;1;20687
20321;1;1;3889
20323;1;1;33848
20372;1;1;51220
20421;1;1;53695
20430;1;1;14314
20467;2;2;33848,47976
20493;1;1;23134
20521;1;1;38040
20532;1;1;38041
20555;1;1;66645
20560;1;1;62878
20630;1;1;58771
20668;1;1;49091
20670;1;1;33258
20687;1;1;39716
20704;2;2;46860,52523
20829;2;2;11525,57800
20841;2;2;46318,75816
20854;1;1;72160
20858;1;1;19379
20893;1;1;52291
20924;1;1;66813
20941;1;1;16291
20949;2;2;11447,35116
20963;1;1;48856
20969;1;1;41811
20986;1;1;74398
20996;1;1;45035
20997;1;1;24819
21021;2;2;8960,48856
21024;3;3;18162,29323,76402
21030;1;1;56372
21032;1;1;25206
21070;1;1;4591
21080;1;1;23746
21092;1;1;12157
21097;1;1;66280
21109;1;1;58719
21110;1;1;12588
21113;1;1;50816
21142;4;4;11322,27115,47048,51548
21144;1;1;57800
21145;1;1;53695
21161;1;1;21357
21165;1;1;49052
21187;1;1;75305
21205;1;1;58522
21208;1;1;45831
21242;1;1;30421
21305;1;1;6176
21319;1;1;20641
21331;4;4;54401,77471,11328,66214
21335;1;1;27957
21384;1;1;54531
21385;2;2;19761,77708
21391;3;3;30786,65787,54733
21403;1;1;60352
21405;1;1;19379
21415;1;1;59746
21431;1;1;27957
21434;1;1;64865
21454;1;1;43911
21483;1;1;32982
21509;1;1;33023
21513;1;1;6798
21530;1;1;36524
21542;1;1;6211
21558;1;1;63730
21559;1;1;66967
21618;1;1;40692
21643;1;1;11743
21657;1;1;16030
21661;1;1;64062
21684;1;1;18824
21710;1;1;38931
21719;1;1;58347
21733;1;1;53691
21752;1;1;58522
21754;1;1;13711
21772;2;2;3259,40692
21776;1;1;31629
21779;1;1;56550
21794;1;1;49987
21810;1;1;24782
21818;1;1;33862
21858;1;1;39590
21868;1;1;2535
21877;2;2;12665,14785
21939;1;1;62170
21940;1;1;69803
21957;1;1;55334
21970;1;1;30778
21972;1;1;60430
21980;1;1;45296
21987;1;1;45567
22030;1;1;62411
22032;1;2;8251
22044;2;2;15423,67445
22045;1;1;369
22075;1;1;25620
22096;8;8;1607,11525,14207,42353,57800,58851,62913,74654
22101;3;3;13177,23207,3078
22133;1;1;65621
22147;1;1;35034
22159;1;1;55980
22162;2;2;11173,65921
22166;1;1;40465
22175;1;1;1488
22212;1;1;54527
22213;1;1;10269
22227;1;1;17342
22228;1;1;5409
22231;1;1;53695
22264;1;1;78800
22275;1;1;47120
22296;1;1;22484
22368;1;1;71641
22407;1;1;19458
22415;1;1;6176
22417;1;1;65048
22420;1;1;34815
22427;1;1;13711
22446;4;4;245,65171,58351,67709
22490;1;1;54531
22509;1;1;42555
22535;1;1;29809
22555;1;1;53594
22615;1;1;60086
22657;1;1;76565
22659;1;1;9578
22665;1;1;9080
22688;1;1;56422
22696;1;1;33862
22725;3;3;41869,46007,47308
22733;1;1;2046
22804;1;1;466
22808;1;1;5027
22814;2;2;51404,64816
22821;3;3;15813,42715,46734
22827;1;1;35696
22842;1;1;9865
22845;1;1;35750
22853;1;1;43087
22859;1;1;76370
22894;1;1;67246
22911;1;1;31899
22945;1;1;5512
22963;1;1;40692
22984;1;1;5245
22988;1;1;886
23000;1;1;45799
23001;1;1;45799
23009;1;1;63213
23131;1;1;8335
23143;2;2;69803,74398
23146;1;1;29030
23157;1;1;58529
23201;1;1;79014
23209;1;1;1325
23231;4;4;14093,27041,47221,69073
23232;1;2;65020
23242;1;1;13916
23244;1;1;25760
23310;1;1;47580
23333;1;1;17727
23338;2;2;60075,30162
23357;1;1;32539
23385;1;1;57111
23387;1;1;69803
23393;1;1;47120
23412;5;5;19070,19324,26319,58723,75928
23472;2;2;14399,60533
23479;1;1;62556
23531;1;1;31968
23541;1;1;78922
23543;1;1;60430
23544;1;1;74250
23556;1;1;20936
23562;1;1;41612
23569;1;1;23443
23571;1;1;67938
23578;1;1;54928
23606;1;1;35545
23615;1;1;2593
23690;1;1;51303
23716;2;2;44743,72774
23771;2;2;21783,37775
23798;1;1;45481
23840;1;1;75597
23844;1;1;48423
23903;1;1;53244
23925;1;1;40995
23939;2;2;11882,14301
23957;1;1;55699
23963;1;1;29731
23973;1;1;32982
23978;2;2;33342,33862
23999;1;1;28028
24001;1;1;30485
24010;3;3;12337,78258,16512
24039;1;1;59224
24087;1;1;58903
24107;1;1;11525
24117;1;1;27152
24134;1;1;77471
24163;1;1;21647
24197;1;1;42580
24198;1;1;76702
24208;1;1;6855
24210;2;2;11609,45989
24218;1;1;63299
24243;1;1;69803
24275;1;1;74094
24277;1;1;74871
24294;1;1;57997
24315;1;1;70451
24335;1;1;59411
24357;1;1;58019
24359;1;1;35602
24361;1;1;57134
24384;1;1;62170
24401;1;1;56174
24402;1;1;50152
24405;1;1;31234
24477;1;1;19635
24539;3;3;28313,58529,75127
24548;1;1;63661
24558;1;1;26112
24565;1;1;33409
24610;1;1;64053
24630;1;1;7800
24636;4;4;43491,44738,57134,65283
24638;1;1;49677
24681;1;1;16030
24689;1;1;55907
24705;2;2;32384,74398
24709;1;1;13100
24729;1;1;60430
24771;1;1;23886
24811;1;1;69803
24819;1;1;27150
24829;1;1;42645
24845;1;1;23197
24856;1;1;35696
24857;1;1;44697
24866;2;2;63505,74947
24965;3;3;33342,33862,68833
24981;1;1;50678
25006;2;2;46988,49063
25010;2;2;1713,60326
25019;1;1;3038
25067;1;1;38048
25099;1;1;52994
25108;1;1;42934
25117;1;1;17236
25137;2;2;24782,42066
25154;1;1;35750
25201;1;1;25641
25263;1;1;55124
25268;1;1;74398
25280;1;1;2716
25282;1;1;45799
25289;1;1;37255
25317;1;2;38080
25327;3;3;1626,6740,43587
25343;1;1;65961
25400;2;2;26408,35116
25407;2;2;9758,12986
25430;1;1;12148
25438;1;1;8973
25466;1;1;18315
25473;1;1;52581
25488;1;1;35750
25550;1;1;25521
25554;2;2;61266,74250
25565;1;1;78643
25587;1;1;23720
25597;1;1;370
25611;2;2;26296,52841
25617;1;1;45799
25683;1;1;43131
25753;1;1;53547
25754;5;5;6022,7512,65238,75754,76423
25772;4;4;54354,66058,68135,73130
25822;1;1;68133
25866;1;1;13711
25874;1;1;25971
25890;8;8;14093,25308,26719,27041,42836,47221,60430,69073
25928;1;1;77775
25950;1;1;782
25965;1;1;5330
25986;1;1;31591
25989;3;3;43441,53120,78380
26016;1;1;14351
26021;1;1;4217
26022;1;1;54401
26042;1;1;42580
26075;1;1;31334
26080;1;1;42836
26123;1;1;60736
26124;1;1;20619
26126;1;1;55207
26162;1;1;47122
26169;1;1;17804
26208;1;1;56174
26234;1;1;9196
26264;1;1;1713
26300;1;1;52913
26331;1;1;67099
26358;1;1;14782
26371;1;1;18064
26373;1;1;50043
26394;2;2;16061,31435
26432;1;1;45583
26451;2;2;48691,56393
26461;1;1;32138
26486;2;2;64258,66868
26491;1;1;50864
26501;3;3;7460,30837,56860
26513;1;1;55699
26516;1;1;62204
26527;1;1;14526
26531;1;1;28102
26541;1;1;12157
26546;1;1;56174
26547;1;1;66215
26554;4;4;14547,19705,36495,67375
26558;1;1;26448
26574;2;2;14547,42555
26592;1;1;23148
26619;1;1;65283
26630;1;1;74752
26635;1;1;15634
26644;1;1;78861
26647;1;1;75754
